vendor_geohash,day,hour,per_15min,order_count,day_of_week
wsqq5,56,23,0,3.0,6
wsqq5,56,23,1,6.0,6
wsqq5,56,23,2,5.0,6
wsqq5,56,23,3,8.0,6
wsqq5,57,0,0,4.0,0
wsqq5,57,0,1,6.0,0
wsqq5,57,0,2,6.0,0
wsqq5,57,0,3,6.0,0
wsqq5,57,1,0,3.0,0
wsqq5,57,1,1,3.0,0
wsqq5,57,1,2,4.0,0
wsqq5,57,1,3,1.0,0
wsqq5,57,2,0,4.0,0
wsqq5,57,2,1,2.0,0
wsqq5,57,2,2,1.0,0
wsqq5,57,2,3,3.0,0
wsqq5,57,3,0,0.0,0
wsqq5,57,3,1,2.0,0
wsqq5,57,3,2,2.0,0
wsqq5,57,3,3,0.0,0
wsqq5,57,4,0,0.0,0
wsqq5,57,4,1,0.0,0
wsqq5,57,4,2,0.0,0
wsqq5,57,4,3,0.0,0
wsqq5,57,5,0,1.0,0
wsqq5,57,5,1,0.0,0
wsqq5,57,5,2,0.0,0
wsqq5,57,5,3,1.0,0
wsqq5,57,6,0,3.0,0
wsqq5,57,6,1,2.0,0
wsqq5,57,6,2,2.0,0
wsqq5,57,6,3,2.0,0
wsqq5,57,7,0,5.0,0
wsqq5,57,7,1,3.0,0
wsqq5,57,7,2,8.0,0
wsqq5,57,7,3,7.0,0
wsqq5,57,8,0,6.0,0
wsqq5,57,8,1,14.0,0
wsqq5,57,8,2,6.0,0
wsqq5,57,8,3,6.0,0
wsqq5,57,9,0,7.0,0
wsqq5,57,9,1,4.0,0
wsqq5,57,9,2,8.0,0
wsqq5,57,9,3,12.0,0
wsqq5,57,10,0,8.0,0
wsqq5,57,10,1,7.0,0
wsqq5,57,10,2,10.0,0
wsqq5,57,10,3,20.0,0
wsqq5,57,11,0,19.0,0
wsqq5,57,11,1,38.0,0
wsqq5,57,11,2,24.0,0
wsqq5,57,11,3,31.0,0
wsqq5,57,12,0,29.0,0
wsqq5,57,12,1,27.0,0
wsqq5,57,12,2,24.0,0
wsqq5,57,12,3,20.0,0
wsqq5,57,13,0,18.0,0
wsqq5,57,13,1,22.0,0
wsqq5,57,13,2,18.0,0
wsqq5,57,13,3,15.0,0
wsqq5,57,14,0,24.0,0
wsqq5,57,14,1,20.0,0
wsqq5,57,14,2,18.0,0
wsqq5,57,14,3,10.0,0
wsqq5,57,15,0,8.0,0
wsqq5,57,15,1,8.0,0
wsqq5,57,15,2,9.0,0
wsqq5,57,15,3,15.0,0
wsqq5,57,16,0,16.0,0
wsqq5,57,16,1,11.0,0
wsqq5,57,16,2,16.0,0
wsqq5,57,16,3,15.0,0
wsqq5,57,17,0,10.0,0
wsqq5,57,17,1,24.0,0
wsqq5,57,17,2,24.0,0
wsqq5,57,17,3,28.0,0
wsqq5,57,18,0,27.0,0
wsqq5,57,18,1,37.0,0
wsqq5,57,18,2,30.0,0
wsqq5,57,18,3,31.0,0
wsqq5,57,19,0,21.0,0
wsqq5,57,19,1,29.0,0
wsqq5,57,19,2,29.0,0
wsqq5,57,19,3,28.0,0
wsqq5,57,20,0,21.0,0
wsqq5,57,20,1,21.0,0
wsqq5,57,20,2,14.0,0
wsqq5,57,20,3,10.0,0
wsqq5,57,21,0,13.0,0
wsqq5,57,21,1,9.0,0
wsqq5,57,21,2,7.0,0
wsqq5,57,21,3,13.0,0
wsqq5,57,22,0,15.0,0
wsqq5,57,22,1,13.0,0
wsqq5,57,22,2,10.0,0
wsqq5,57,22,3,17.0,0
wsqq5,57,23,0,15.0,0
wsqq5,57,23,1,4.0,0
wsqq5,57,23,2,5.0,0
wsqq5,57,23,3,6.0,0
wsqq5,58,0,0,6.0,1
wsqq5,58,0,1,6.0,1
wsqq5,58,0,2,5.0,1
wsqq5,58,0,3,4.0,1
wsqq5,58,1,0,4.0,1
wsqq5,58,1,1,2.0,1
wsqq5,58,1,2,1.0,1
wsqq5,58,1,3,1.0,1
wsqq5,58,2,0,0.0,1
wsqq5,58,2,1,2.0,1
wsqq5,58,2,2,4.0,1
wsqq5,58,2,3,1.0,1
wsqq5,58,3,0,0.0,1
wsqq5,58,3,1,2.0,1
wsqq5,58,3,2,0.0,1
wsqq5,58,3,3,1.0,1
wsqq5,58,4,0,1.0,1
wsqq5,58,4,1,1.0,1
wsqq5,58,4,2,0.0,1
wsqq5,58,4,3,0.0,1
wsqq5,58,5,0,2.0,1
wsqq5,58,5,1,0.0,1
wsqq5,58,5,2,0.0,1
wsqq5,58,5,3,0.0,1
wsqq5,58,6,0,1.0,1
wsqq5,58,6,1,2.0,1
wsqq5,58,6,2,2.0,1
wsqq5,58,6,3,2.0,1
wsqq5,58,7,0,1.0,1
wsqq5,58,7,1,2.0,1
wsqq5,58,7,2,3.0,1
wsqq5,58,7,3,7.0,1
wsqq5,58,8,0,5.0,1
wsqq5,58,8,1,7.0,1
wsqq5,58,8,2,5.0,1
wsqq5,58,8,3,7.0,1
wsqq5,58,9,0,8.0,1
wsqq5,58,9,1,13.0,1
wsqq5,58,9,2,4.0,1
wsqq5,58,9,3,9.0,1
wsqq5,58,10,0,13.0,1
wsqq5,58,10,1,6.0,1
wsqq5,58,10,2,12.0,1
wsqq5,58,10,3,23.0,1
wsqq5,58,11,0,15.0,1
wsqq5,58,11,1,29.0,1
wsqq5,58,11,2,34.0,1
wsqq5,58,11,3,38.0,1
wsqq5,58,12,0,24.0,1
wsqq5,58,12,1,31.0,1
wsqq5,58,12,2,28.0,1
wsqq5,58,12,3,35.0,1
wsqq5,58,13,0,23.0,1
wsqq5,58,13,1,17.0,1
wsqq5,58,13,2,14.0,1
wsqq5,58,13,3,17.0,1
wsqq5,58,14,0,16.0,1
wsqq5,58,14,1,15.0,1
wsqq5,58,14,2,10.0,1
wsqq5,58,14,3,10.0,1
wsqq5,58,15,0,13.0,1
wsqq5,58,15,1,14.0,1
wsqq5,58,15,2,13.0,1
wsqq5,58,15,3,7.0,1
wsqq5,58,16,0,14.0,1
wsqq5,58,16,1,18.0,1
wsqq5,58,16,2,14.0,1
wsqq5,58,16,3,19.0,1
wsqq5,58,17,0,22.0,1
wsqq5,58,17,1,20.0,1
wsqq5,58,17,2,25.0,1
wsqq5,58,17,3,31.0,1
wsqq5,58,18,0,38.0,1
wsqq5,58,18,1,48.0,1
wsqq5,58,18,2,39.0,1
wsqq5,58,18,3,31.0,1
wsqq5,58,19,0,30.0,1
wsqq5,58,19,1,30.0,1
wsqq5,58,19,2,24.0,1
wsqq5,58,19,3,25.0,1
wsqq5,58,20,0,18.0,1
wsqq5,58,20,1,21.0,1
wsqq5,58,20,2,12.0,1
wsqq5,58,20,3,20.0,1
wsqq5,58,21,0,20.0,1
wsqq5,58,21,1,13.0,1
wsqq5,58,21,2,18.0,1
wsqq5,58,21,3,13.0,1
wsqq5,58,22,0,10.0,1
wsqq5,58,22,1,13.0,1
wsqq5,58,22,2,10.0,1
wsqq5,58,22,3,11.0,1
wsqq5,58,23,0,9.0,1
wsqq5,58,23,1,13.0,1
wsqq5,58,23,2,8.0,1
wsqq5,58,23,3,6.0,1
wsqq5,59,0,0,6.0,2
wsqq5,59,0,1,2.0,2
wsqq5,59,0,2,6.0,2
wsqq5,59,0,3,3.0,2
wsqq5,59,1,0,6.0,2
wsqq5,59,1,1,5.0,2
wsqq5,59,1,2,7.0,2
wsqq5,59,1,3,3.0,2
wsqq5,59,2,0,4.0,2
wsqq5,59,2,1,2.0,2
wsqq5,59,2,2,0.0,2
wsqq5,59,2,3,2.0,2
wsqq5,59,3,0,2.0,2
wsqq5,59,3,1,0.0,2
wsqq5,59,3,2,4.0,2
wsqq5,59,3,3,0.0,2
wsqq5,59,4,0,0.0,2
wsqq5,59,4,1,1.0,2
wsqq5,59,4,2,0.0,2
wsqq5,59,4,3,0.0,2
wsqq5,59,5,0,2.0,2
wsqq5,59,5,1,0.0,2
wsqq5,59,5,2,1.0,2
wsqq5,59,5,3,0.0,2
wsqq5,59,6,0,0.0,2
wsqq5,59,6,1,2.0,2
wsqq5,59,6,2,2.0,2
wsqq5,59,6,3,5.0,2
wsqq5,59,7,0,5.0,2
wsqq5,59,7,1,2.0,2
wsqq5,59,7,2,2.0,2
wsqq5,59,7,3,5.0,2
wsqq5,59,8,0,6.0,2
wsqq5,59,8,1,6.0,2
wsqq5,59,8,2,10.0,2
wsqq5,59,8,3,7.0,2
wsqq5,59,9,0,8.0,2
wsqq5,59,9,1,5.0,2
wsqq5,59,9,2,8.0,2
wsqq5,59,9,3,6.0,2
wsqq5,59,10,0,13.0,2
wsqq5,59,10,1,14.0,2
wsqq5,59,10,2,4.0,2
wsqq5,59,10,3,11.0,2
wsqq5,59,11,0,30.0,2
wsqq5,59,11,1,24.0,2
wsqq5,59,11,2,31.0,2
wsqq5,59,11,3,26.0,2
wsqq5,59,12,0,29.0,2
wsqq5,59,12,1,17.0,2
wsqq5,59,12,2,15.0,2
wsqq5,59,12,3,20.0,2
wsqq5,59,13,0,16.0,2
wsqq5,59,13,1,22.0,2
wsqq5,59,13,2,14.0,2
wsqq5,59,13,3,12.0,2
wsqq5,59,14,0,26.0,2
wsqq5,59,14,1,4.0,2
wsqq5,59,14,2,16.0,2
wsqq5,59,14,3,5.0,2
wsqq5,59,15,0,15.0,2
wsqq5,59,15,1,7.0,2
wsqq5,59,15,2,8.0,2
wsqq5,59,15,3,13.0,2
wsqq5,59,16,0,6.0,2
wsqq5,59,16,1,9.0,2
wsqq5,59,16,2,8.0,2
wsqq5,59,16,3,19.0,2
wsqq5,59,17,0,27.0,2
wsqq5,59,17,1,18.0,2
wsqq5,59,17,2,37.0,2
wsqq5,59,17,3,24.0,2
wsqq5,59,18,0,23.0,2
wsqq5,59,18,1,23.0,2
wsqq5,59,18,2,27.0,2
wsqq5,59,18,3,26.0,2
wsqq5,59,19,0,26.0,2
wsqq5,59,19,1,24.0,2
wsqq5,59,19,2,23.0,2
wsqq5,59,19,3,27.0,2
wsqq5,59,20,0,14.0,2
wsqq5,59,20,1,14.0,2
wsqq5,59,20,2,13.0,2
wsqq5,59,20,3,21.0,2
wsqq5,59,21,0,15.0,2
wsqq5,59,21,1,12.0,2
wsqq5,59,21,2,10.0,2
wsqq5,59,21,3,14.0,2
wsqq5,59,22,0,11.0,2
wsqq5,59,22,1,8.0,2
wsqq5,59,22,2,6.0,2
wsqq5,59,22,3,13.0,2
wsqq5,59,23,0,9.0,2
wsqq5,59,23,1,10.0,2
wsqq5,59,23,2,5.0,2
wsqq5,59,23,3,5.0,2
wsqq5,60,0,0,6.0,3
wsqq5,60,0,1,9.0,3
wsqq5,60,0,2,6.0,3
wsqq5,60,0,3,10.0,3
wsqq5,60,1,0,7.0,3
wsqq5,60,1,1,6.0,3
wsqq5,60,1,2,5.0,3
wsqq5,60,1,3,6.0,3
wsqq5,60,2,0,3.0,3
wsqq5,60,2,1,1.0,3
wsqq5,60,2,2,3.0,3
wsqq5,60,2,3,1.0,3
wsqq5,60,3,0,1.0,3
wsqq5,60,3,1,1.0,3
wsqq5,60,3,2,0.0,3
wsqq5,60,3,3,0.0,3
wsqq5,60,4,0,1.0,3
wsqq5,60,4,1,0.0,3
wsqq5,60,4,2,3.0,3
wsqq5,60,4,3,2.0,3
wsqq5,60,5,0,1.0,3
wsqq5,60,5,1,1.0,3
wsqq5,60,5,2,0.0,3
wsqq5,60,5,3,0.0,3
wsqq5,60,6,0,0.0,3
wsqq5,60,6,1,1.0,3
wsqq5,60,6,2,3.0,3
wsqq5,60,6,3,3.0,3
wsqq5,60,7,0,4.0,3
wsqq5,60,7,1,5.0,3
wsqq5,60,7,2,6.0,3
wsqq5,60,7,3,6.0,3
wsqq5,60,8,0,3.0,3
wsqq5,60,8,1,4.0,3
wsqq5,60,8,2,8.0,3
wsqq5,60,8,3,9.0,3
wsqq5,60,9,0,14.0,3
wsqq5,60,9,1,9.0,3
wsqq5,60,9,2,9.0,3
wsqq5,60,9,3,10.0,3
wsqq5,60,10,0,11.0,3
wsqq5,60,10,1,12.0,3
wsqq5,60,10,2,14.0,3
wsqq5,60,10,3,16.0,3
wsqq5,60,11,0,23.0,3
wsqq5,60,11,1,39.0,3
wsqq5,60,11,2,38.0,3
wsqq5,60,11,3,38.0,3
wsqq5,60,12,0,22.0,3
wsqq5,60,12,1,32.0,3
wsqq5,60,12,2,25.0,3
wsqq5,60,12,3,16.0,3
wsqq5,60,13,0,31.0,3
wsqq5,60,13,1,17.0,3
wsqq5,60,13,2,21.0,3
wsqq5,60,13,3,17.0,3
wsqq5,60,14,0,20.0,3
wsqq5,60,14,1,19.0,3
wsqq5,60,14,2,14.0,3
wsqq5,60,14,3,15.0,3
wsqq5,60,15,0,13.0,3
wsqq5,60,15,1,8.0,3
wsqq5,60,15,2,17.0,3
wsqq5,60,15,3,11.0,3
wsqq5,60,16,0,10.0,3
wsqq5,60,16,1,15.0,3
wsqq5,60,16,2,15.0,3
wsqq5,60,16,3,22.0,3
wsqq5,60,17,0,12.0,3
wsqq5,60,17,1,18.0,3
wsqq5,60,17,2,28.0,3
wsqq5,60,17,3,26.0,3
wsqq5,60,18,0,28.0,3
wsqq5,60,18,1,35.0,3
wsqq5,60,18,2,38.0,3
wsqq5,60,18,3,32.0,3
wsqq5,60,19,0,36.0,3
wsqq5,60,19,1,23.0,3
wsqq5,60,19,2,32.0,3
wsqq5,60,19,3,27.0,3
wsqq5,60,20,0,27.0,3
wsqq5,60,20,1,29.0,3
wsqq5,60,20,2,25.0,3
wsqq5,60,20,3,17.0,3
wsqq5,60,21,0,16.0,3
wsqq5,60,21,1,19.0,3
wsqq5,60,21,2,17.0,3
wsqq5,60,21,3,14.0,3
wsqq5,60,22,0,17.0,3
wsqq5,60,22,1,10.0,3
wsqq5,60,22,2,12.0,3
wsqq5,60,22,3,10.0,3
wsqq5,60,23,0,10.0,3
wsqq5,60,23,1,13.0,3
wsqq5,60,23,2,9.0,3
wsqq5,60,23,3,10.0,3
wsqq5,61,0,0,10.0,4
wsqq5,61,0,1,8.0,4
wsqq5,61,0,2,3.0,4
wsqq5,61,0,3,8.0,4
wsqq5,61,1,0,4.0,4
wsqq5,61,1,1,5.0,4
wsqq5,61,1,2,3.0,4
wsqq5,61,1,3,5.0,4
wsqq5,61,2,0,1.0,4
wsqq5,61,2,1,6.0,4
wsqq5,61,2,2,3.0,4
wsqq5,61,2,3,2.0,4
wsqq5,61,3,0,0.0,4
wsqq5,61,3,1,1.0,4
wsqq5,61,3,2,0.0,4
wsqq5,61,3,3,3.0,4
wsqq5,61,4,0,2.0,4
wsqq5,61,4,1,0.0,4
wsqq5,61,4,2,2.0,4
wsqq5,61,4,3,0.0,4
wsqq5,61,5,0,0.0,4
wsqq5,61,5,1,1.0,4
wsqq5,61,5,2,0.0,4
wsqq5,61,5,3,1.0,4
wsqq5,61,6,0,2.0,4
wsqq5,61,6,1,2.0,4
wsqq5,61,6,2,4.0,4
wsqq5,61,6,3,3.0,4
wsqq5,61,7,0,3.0,4
wsqq5,61,7,1,4.0,4
wsqq5,61,7,2,4.0,4
wsqq5,61,7,3,5.0,4
wsqq5,61,8,0,12.0,4
wsqq5,61,8,1,10.0,4
wsqq5,61,8,2,9.0,4
wsqq5,61,8,3,14.0,4
wsqq5,61,9,0,11.0,4
wsqq5,61,9,1,16.0,4
wsqq5,61,9,2,18.0,4
wsqq5,61,9,3,14.0,4
wsqq5,61,10,0,13.0,4
wsqq5,61,10,1,17.0,4
wsqq5,61,10,2,15.0,4
wsqq5,61,10,3,13.0,4
wsqq5,61,11,0,30.0,4
wsqq5,61,11,1,40.0,4
wsqq5,61,11,2,43.0,4
wsqq5,61,11,3,42.0,4
wsqq5,61,12,0,42.0,4
wsqq5,61,12,1,34.0,4
wsqq5,61,12,2,33.0,4
wsqq5,61,12,3,32.0,4
wsqq5,61,13,0,42.0,4
wsqq5,61,13,1,22.0,4
wsqq5,61,13,2,20.0,4
wsqq5,61,13,3,25.0,4
wsqq5,61,14,0,25.0,4
wsqq5,61,14,1,22.0,4
wsqq5,61,14,2,23.0,4
wsqq5,61,14,3,11.0,4
wsqq5,61,15,0,27.0,4
wsqq5,61,15,1,27.0,4
wsqq5,61,15,2,23.0,4
wsqq5,61,15,3,13.0,4
wsqq5,61,16,0,25.0,4
wsqq5,61,16,1,19.0,4
wsqq5,61,16,2,18.0,4
wsqq5,61,16,3,31.0,4
wsqq5,61,17,0,22.0,4
wsqq5,61,17,1,26.0,4
wsqq5,61,17,2,40.0,4
wsqq5,61,17,3,38.0,4
wsqq5,61,18,0,23.0,4
wsqq5,61,18,1,36.0,4
wsqq5,61,18,2,38.0,4
wsqq5,61,18,3,48.0,4
wsqq5,61,19,0,39.0,4
wsqq5,61,19,1,33.0,4
wsqq5,61,19,2,25.0,4
wsqq5,61,19,3,33.0,4
wsqq5,61,20,0,27.0,4
wsqq5,61,20,1,29.0,4
wsqq5,61,20,2,32.0,4
wsqq5,61,20,3,20.0,4
wsqq5,61,21,0,17.0,4
wsqq5,61,21,1,17.0,4
wsqq5,61,21,2,13.0,4
wsqq5,61,21,3,12.0,4
wsqq5,61,22,0,10.0,4
wsqq5,61,22,1,16.0,4
wsqq5,61,22,2,12.0,4
wsqq5,61,22,3,13.0,4
wsqq5,61,23,0,11.0,4
wsqq5,61,23,1,8.0,4
wsqq5,61,23,2,9.0,4
wsqq5,61,23,3,13.0,4
wsqq5,62,0,0,8.0,5
wsqq5,62,0,1,8.0,5
wsqq5,62,0,2,5.0,5
wsqq5,62,0,3,6.0,5
wsqq5,62,1,0,6.0,5
wsqq5,62,1,1,6.0,5
wsqq5,62,1,2,2.0,5
wsqq5,62,1,3,4.0,5
wsqq5,62,2,0,3.0,5
wsqq5,62,2,1,0.0,5
wsqq5,62,2,2,1.0,5
wsqq5,62,2,3,4.0,5
wsqq5,62,3,0,0.0,5
wsqq5,62,3,1,1.0,5
wsqq5,62,3,2,0.0,5
wsqq5,62,3,3,0.0,5
wsqq5,62,4,0,0.0,5
wsqq5,62,4,1,1.0,5
wsqq5,62,4,2,0.0,5
wsqq5,62,4,3,0.0,5
wsqq5,62,5,0,1.0,5
wsqq5,62,5,1,1.0,5
wsqq5,62,5,2,1.0,5
wsqq5,62,5,3,0.0,5
wsqq5,62,6,0,0.0,5
wsqq5,62,6,1,0.0,5
wsqq5,62,6,2,3.0,5
wsqq5,62,6,3,6.0,5
wsqq5,62,7,0,6.0,5
wsqq5,62,7,1,3.0,5
wsqq5,62,7,2,3.0,5
wsqq5,62,7,3,2.0,5
wsqq5,62,8,0,6.0,5
wsqq5,62,8,1,10.0,5
wsqq5,62,8,2,13.0,5
wsqq5,62,8,3,14.0,5
wsqq5,62,9,0,12.0,5
wsqq5,62,9,1,14.0,5
wsqq5,62,9,2,13.0,5
wsqq5,62,9,3,15.0,5
wsqq5,62,10,0,15.0,5
wsqq5,62,10,1,17.0,5
wsqq5,62,10,2,18.0,5
wsqq5,62,10,3,19.0,5
wsqq5,62,11,0,22.0,5
wsqq5,62,11,1,32.0,5
wsqq5,62,11,2,34.0,5
wsqq5,62,11,3,35.0,5
wsqq5,62,12,0,29.0,5
wsqq5,62,12,1,31.0,5
wsqq5,62,12,2,33.0,5
wsqq5,62,12,3,31.0,5
wsqq5,62,13,0,27.0,5
wsqq5,62,13,1,36.0,5
wsqq5,62,13,2,25.0,5
wsqq5,62,13,3,27.0,5
wsqq5,62,14,0,18.0,5
wsqq5,62,14,1,20.0,5
wsqq5,62,14,2,14.0,5
wsqq5,62,14,3,17.0,5
wsqq5,62,15,0,19.0,5
wsqq5,62,15,1,18.0,5
wsqq5,62,15,2,17.0,5
wsqq5,62,15,3,14.0,5
wsqq5,62,16,0,12.0,5
wsqq5,62,16,1,17.0,5
wsqq5,62,16,2,12.0,5
wsqq5,62,16,3,21.0,5
wsqq5,62,17,0,32.0,5
wsqq5,62,17,1,39.0,5
wsqq5,62,17,2,34.0,5
wsqq5,62,17,3,27.0,5
wsqq5,62,18,0,48.0,5
wsqq5,62,18,1,35.0,5
wsqq5,62,18,2,36.0,5
wsqq5,62,18,3,43.0,5
wsqq5,62,19,0,38.0,5
wsqq5,62,19,1,42.0,5
wsqq5,62,19,2,36.0,5
wsqq5,62,19,3,27.0,5
wsqq5,62,20,0,19.0,5
wsqq5,62,20,1,21.0,5
wsqq5,62,20,2,20.0,5
wsqq5,62,20,3,15.0,5
wsqq5,62,21,0,17.0,5
wsqq5,62,21,1,14.0,5
wsqq5,62,21,2,16.0,5
wsqq5,62,21,3,10.0,5
wsqq5,62,22,0,16.0,5
wsqq5,62,22,1,14.0,5
wsqq5,62,22,2,17.0,5
wsqq5,62,22,3,12.0,5
wsqq5,62,23,0,9.0,5
wsqq5,62,23,1,12.0,5
wsqq5,62,23,2,8.0,5
wsqq5,62,23,3,4.0,5
wsqq5,63,0,0,6.0,6
wsqq5,63,0,1,5.0,6
wsqq5,63,0,2,10.0,6
wsqq5,63,0,3,8.0,6
wsqq5,63,1,0,5.0,6
wsqq5,63,1,1,5.0,6
wsqq5,63,1,2,5.0,6
wsqq5,63,1,3,3.0,6
wsqq5,63,2,0,4.0,6
wsqq5,63,2,1,2.0,6
wsqq5,63,2,2,1.0,6
wsqq5,63,2,3,4.0,6
wsqq5,63,3,0,3.0,6
wsqq5,63,3,1,1.0,6
wsqq5,63,3,2,2.0,6
wsqq5,63,3,3,1.0,6
wsqq5,63,4,0,0.0,6
wsqq5,63,4,1,1.0,6
wsqq5,63,4,2,1.0,6
wsqq5,63,4,3,0.0,6
wsqq5,63,5,0,0.0,6
wsqq5,63,5,1,1.0,6
wsqq5,63,5,2,2.0,6
wsqq5,63,5,3,1.0,6
wsqq5,63,6,0,0.0,6
wsqq5,63,6,1,3.0,6
wsqq5,63,6,2,3.0,6
wsqq5,63,6,3,1.0,6
wsqq5,63,7,0,2.0,6
wsqq5,63,7,1,2.0,6
wsqq5,63,7,2,7.0,6
wsqq5,63,7,3,7.0,6
wsqq5,63,8,0,3.0,6
wsqq5,63,8,1,7.0,6
wsqq5,63,8,2,6.0,6
wsqq5,63,8,3,11.0,6
wsqq5,63,9,0,11.0,6
wsqq5,63,9,1,20.0,6
wsqq5,63,9,2,6.0,6
wsqq5,63,9,3,16.0,6
wsqq5,63,10,0,9.0,6
wsqq5,63,10,1,17.0,6
wsqq5,63,10,2,17.0,6
wsqq5,63,10,3,20.0,6
wsqq5,63,11,0,19.0,6
wsqq5,63,11,1,25.0,6
wsqq5,63,11,2,32.0,6
wsqq5,63,11,3,24.0,6
wsqq5,63,12,0,30.0,6
wsqq5,63,12,1,33.0,6
wsqq5,63,12,2,31.0,6
wsqq5,63,12,3,20.0,6
wsqq5,63,13,0,29.0,6
wsqq5,63,13,1,23.0,6
wsqq5,63,13,2,20.0,6
wsqq5,63,13,3,26.0,6
wsqq5,63,14,0,20.0,6
wsqq5,63,14,1,21.0,6
wsqq5,63,14,2,22.0,6
wsqq5,63,14,3,17.0,6
wsqq5,63,15,0,19.0,6
wsqq5,63,15,1,13.0,6
wsqq5,63,15,2,17.0,6
wsqq5,63,15,3,11.0,6
wsqq5,63,16,0,17.0,6
wsqq5,63,16,1,18.0,6
wsqq5,63,16,2,16.0,6
wsqq5,63,16,3,20.0,6
wsqq5,63,17,0,27.0,6
wsqq5,63,17,1,20.0,6
wsqq5,63,17,2,22.0,6
wsqq5,63,17,3,28.0,6
wsqq5,63,18,0,27.0,6
wsqq5,63,18,1,44.0,6
wsqq5,63,18,2,39.0,6
wsqq5,63,18,3,26.0,6
wsqq5,63,19,0,41.0,6
wsqq5,63,19,1,35.0,6
wsqq5,63,19,2,28.0,6
wsqq5,63,19,3,20.0,6
wsqq5,63,20,0,23.0,6
wsqq5,63,20,1,30.0,6
wsqq5,63,20,2,16.0,6
wsqq5,63,20,3,20.0,6
wsqq5,63,21,0,16.0,6
wsqq5,63,21,1,15.0,6
wsqq5,63,21,2,14.0,6
wsqq5,63,21,3,11.0,6
wsqq5,63,22,0,7.0,6
wsqq5,63,22,1,8.0,6
wsqq5,63,22,2,11.0,6
wsqq5,63,22,3,14.0,6
wsqq5,63,23,0,13.0,6
wsqq5,63,23,1,8.0,6
wsqq5,63,23,2,22.0,6
wsqq5,63,23,3,5.0,6
wsqq5,64,0,0,9.0,0
wsqq5,64,0,1,8.0,0
wsqq5,64,0,2,8.0,0
wsqq5,64,0,3,4.0,0
wsqq5,64,1,0,6.0,0
wsqq5,64,1,1,4.0,0
wsqq5,64,1,2,3.0,0
wsqq5,64,1,3,2.0,0
wsqq5,64,2,0,4.0,0
wsqq5,64,2,1,0.0,0
wsqq5,64,2,2,3.0,0
wsqq5,64,2,3,1.0,0
wsqq5,64,3,0,1.0,0
wsqq5,64,3,1,0.0,0
wsqq5,64,3,2,0.0,0
wsqq5,64,3,3,0.0,0
wsqq5,64,4,0,2.0,0
wsqq5,64,4,1,0.0,0
wsqq5,64,4,2,0.0,0
wsqq5,64,4,3,1.0,0
wsqq5,64,5,0,0.0,0
wsqq5,64,5,1,0.0,0
wsqq5,64,5,2,1.0,0
wsqq5,64,5,3,0.0,0
wsqq5,64,6,0,2.0,0
wsqq5,64,6,1,0.0,0
wsqq5,64,6,2,1.0,0
wsqq5,64,6,3,1.0,0
wsqq5,64,7,0,9.0,0
wsqq5,64,7,1,5.0,0
wsqq5,64,7,2,4.0,0
wsqq5,64,7,3,3.0,0
wsqq5,64,8,0,12.0,0
wsqq5,64,8,1,7.0,0
wsqq5,64,8,2,7.0,0
wsqq5,64,8,3,10.0,0
wsqq5,64,9,0,19.0,0
wsqq5,64,9,1,9.0,0
wsqq5,64,9,2,15.0,0
wsqq5,64,9,3,24.0,0
wsqq5,64,10,0,12.0,0
wsqq5,64,10,1,27.0,0
wsqq5,64,10,2,16.0,0
wsqq5,64,10,3,28.0,0
wsqq5,64,11,0,37.0,0
wsqq5,64,11,1,27.0,0
wsqq5,64,11,2,46.0,0
wsqq5,64,11,3,42.0,0
wsqq5,64,12,0,37.0,0
wsqq5,64,12,1,50.0,0
wsqq5,64,12,2,26.0,0
wsqq5,64,12,3,43.0,0
wsqq5,64,13,0,37.0,0
wsqq5,64,13,1,25.0,0
wsqq5,64,13,2,35.0,0
wsqq5,64,13,3,20.0,0
wsqq5,64,14,0,20.0,0
wsqq5,64,14,1,20.0,0
wsqq5,64,14,2,20.0,0
wsqq5,64,14,3,13.0,0
wsqq5,64,15,0,23.0,0
wsqq5,64,15,1,13.0,0
wsqq5,64,15,2,20.0,0
wsqq5,64,15,3,18.0,0
wsqq5,64,16,0,22.0,0
wsqq5,64,16,1,21.0,0
wsqq5,64,16,2,18.0,0
wsqq5,64,16,3,15.0,0
wsqq5,64,17,0,27.0,0
wsqq5,64,17,1,19.0,0
wsqq5,64,17,2,44.0,0
wsqq5,64,17,3,33.0,0
wsqq5,64,18,0,34.0,0
wsqq5,64,18,1,42.0,0
wsqq5,64,18,2,54.0,0
wsqq5,64,18,3,45.0,0
wsqq5,64,19,0,26.0,0
wsqq5,64,19,1,43.0,0
wsqq5,64,19,2,34.0,0
wsqq5,64,19,3,21.0,0
wsqq5,64,20,0,21.0,0
wsqq5,64,20,1,20.0,0
wsqq5,64,20,2,20.0,0
wsqq5,64,20,3,23.0,0
wsqq5,64,21,0,17.0,0
wsqq5,64,21,1,19.0,0
wsqq5,64,21,2,12.0,0
wsqq5,64,21,3,17.0,0
wsqq5,64,22,0,6.0,0
wsqq5,64,22,1,10.0,0
wsqq5,64,22,2,6.0,0
wsqq5,64,22,3,9.0,0
wsqq5,64,23,0,16.0,0
wsqq5,64,23,1,8.0,0
wsqq5,64,23,2,8.0,0
wsqq5,64,23,3,3.0,0
wsqq5,65,0,0,3.0,1
wsqq5,65,0,1,5.0,1
wsqq5,65,0,2,7.0,1
wsqq5,65,0,3,7.0,1
